Move,History (PGN),Commentary,Eval Before,Eval After,Delta,Top K Best Moves
Bf4,e4 e5 Nf3 d6 d4 exd4 Nxd4 h6 Be2 Nf6 Nc3 Be7,"I would have castled here, again as a matter of style rather than substance.",104,-106,-210.0,"e8g8, d1d2"
Kxe4,e3 e5 Nc3 d6 e4 Nf6 d3 c6 h3 Be7 g4 d5 exd5 Nxd5 Ne4 O-O Nf3 f5 gxf5 Bxf5 Ng3 Bg6 Nxe5 Be8 Bg2 Nf4 Bxf4 Rxf4 Qd2 Bg5 Qc3 Qb6 O-O Bf6 Nh5 Bxh5 Rae1 Nd7 Nxd7 Bxc3 Nxb6 axb6 bxc3 Rxa2 Rec1 Kf7 d4 Bf3 Bxf3 Rxf3 Kg2 Rxc3 Rcb1 b5 Rb3 Rcxc2 Rf3+ Ke6 h4 Rcd2 Rf4 Rde2 h5 h6 Kg3 Rad2 Kf3 b4 Re4+ Rxe4,"Exchanging one pair of rooks is supposed to relieve the pressure, under normal factors, but my pawn, I did not feel bad about that trade either, possibly wrongly.",-464,473,937.0,"b4b3, f1b1, b3b2"
Be7,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1 Nd7 f3 f5 g4 Nf6 Bg5 f4 Nd3 h5 h3 Nh7 Bh4 Bf6 Qe1 Ng5 Kg2 Kf7 Rh1 Ng8 Bf2 Nh6 h4 Nxf3 Bxf3 hxg4 Bd1 g3 Bxg3 fxg3 Qxg3 Rh8 c5 Rh7 cxd6 cxd6 Rc1 Ng8 h5 Rg7 h6 Rh7 Nb5 Rxh6 Rc7+,In postmortem Black said this is better than any King move.,-543,557,1100.0,"h1h6, g8h6, d3e5"
Rxf1,e4 e5 Nf3 Nc6 Bc4 f5 exf5 e4 Qe2 Qe7 Ng1 Nf6 c3 d5 Bb5 Bxf5 b3 Qe6 h3 a6 Bxc6+ Qxc6 d3 d4 c4 Bb4+ Bd2 Bxd2+ Nxd2 O-O dxe4 Bxe4 Nxe4 Nxe4 Nf3 d3 Qxd3 Rad8 Qe3 Rfe8 O-O Nd2 Qc3 Nxf1,"So now it's two rooks against a rook and a knight, plus a player with the black pieces who knows how to play an end-game versus a player with white......well, you'll see.",-301,297,598.0,"c6d6, c4c5, d6d3"
Rd8,d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 e3 O-O Qc2 Nbd7 Bd3 h6 O-O c6 b3 b6 Bb2 Bb7 e4 dxe4 Nxe4 Nxe4 Bxe4 Nf6 Bd3 c5 dxc5 Bxc5 Rad1 Qe7 Ne5 Rfd8 Rd2 Bb4 Bc3 Bxc3 Qxc3 Ne4 Bxe4 Bxe4 Rfd1 f6 Ng4 Rxd2 Qxd2 f5 Ne5 Qg5 f4 Qe7 Qd4 Kh7 Rd2 Qa3 h4 Qc1+ Kh2 Qe1 Kh3 Qf1 Rf2,"... I had this idea in order to get rid of White's control over ""d"". I saw three options: 1. He takes my Queen, then I take his Queen. Result, I get control over ""d"" with my Rook, and I get strategic advantage 2. He takes my Rook, then I take his Rook. Result, he cannot avoid checkmate in g2 with my Queen. 3. He refuses any trade and moves his Queen somewhere in a safe position, still defending his Rook, of course. Again, I take strategic control of ""d"". After having analysed the 3 options, I was happy because in any case I was able to get advantage. Looking at option 3 in more details, I think he only had 2 possibilities with the Queen: a) 33. Qe3 b) 33. Qb2",0,0,0.0,"f2f1, d8d4, h3g3"
h3,e4 Nf6 Nc3 e5 Nf3 Nc6 Bb5 Bc5 O-O O-O d3 Nd4 Bg5 Nxb5 Nxb5 c6 Nc3 Re8 Ne2 d5 Bxf6 Qxf6 exd5 cxd5 d4 e4 Ne5 Bd6 f4 Qh4,"Keeping the king protected, and preventing the pin on white queen.",-97,152,249.0,"f7f6, c2c4, h4h5"
Rfe1,d4 d5 Bf4 c5 e3 Nc6 Nf3 cxd4 exd4 Bg4 c3 e6 Bd3 Nge7 Nbd2 Ng6 Bg3 Be7 Qc2 Bxf3 Nxf3 Rc8 Qe2 O-O O-O a6 a4 a5,74 mins. remaining.,127,-103,-230.0,"f8e8, a1d1, e7d6"
Kf2,c4 e5 Nc3 Nf6 g3 c6 Bg2 d5 d4 e4 cxd5 cxd5 Bf4 Bb4 Bxb8 Rxb8 e3 Bd7 Nge2 O-O O-O Re8 a3 Bd6 b4 a6 Nf4 Bxf4 gxf4 Bg4 Qd2 Qd7 f3 Bh3 fxe4 Bxg2 Qxg2 dxe4 Rac1 Rbc8 f5 Kf8 Qf2 Rc6 Ne2 Rec8 Rc5 Rc6xc5 bxc5 Rc6 Rb1 h6 Ng3 Rc7 Qc2 b5 Rc1 Qc6 Qb3 Re7 Ra1 a5 Ra2 Nd5,"White relieves his queen of e-pawn guard duty and is probably planning to play 34.Qc2, so why the intermediate rook move? With his major pieces now blocked from the f-file, at least temporarily, I can try to get a pawn to f5.",-5,131,136.0,a5a4
d4,,"Hi everyone! It looked as though I was going to lose the endgame hands down, but would a Removal of the Guard tactic change the result? Do read on.",,-18,,"g8f6, c2c4"
Kf2,e4 e5 Nc3 Bb4 a3 Bxc3 dxc3 c6 Nf3 d5 exd5 Qxd5 Qxd5 cxd5 Nxe5 Nf6 Bb5+ Nc6 Bxc6+ bxc6 Nxc6 Bb7 Nd4 O-O Bg5 Ne4 Be3 Ba6 f3 Nc5 b4 Na4 Bd2 Rae8+ Kf2 f5 Rhe1 Rec8 Ne6 Rfe8 Nd4 Nb6 Rxe8+ Rxe8 Nxf5 Re2+ Kf1 Rxd2+ Ke1 Rxc2 Rd1 Rxc3 Ra1 Bc8 a4 Bxf5 a5 Nc4 b5 Ne3 b6 Bd7 Kd2 d4 bxa7 Rc8 Rb1 Nc4+ Ke1 d3 Rb8 d2+ Kd1 Ba4+ Ke2 d1=Q+,again,Mate,Mate,,"d1d2, f2g3, d2e1"
h3,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 c5 Nc3 g6 Nf3 Bg7 O-O Nf6 Qd6 Nc6 Rfe1 Qe7 Nb5 Nb4 Bb3 Nc6 Bxf6 Bxf6 Bd5 O-O Bxc6 dxc6 Qxe7 Bxe7 Nc7 Rb8 Ne5 Bf6 Rad1 Bxe5 Rdc1 Bxc7 Rxc5 b6 Rxc6 Rb7 Rec1 a6 Rc6xc7 Rxc7 Rxc7 Rd8,giving an opening for the king after 26. ...Rd1+ (Will have been mate if there was no opening on h2) 27. Kh2! escaping back rank mate,-484,502,986.0,"c8e6, c7a7, a6a5"
Nd7,c4 c6 g3 d5 cxd5 cxd5 d4 Nc6 Bg2 Nf6 Nc3 Bf5 a3 e6 Nh3 Be7 O-O O-O Re1 h6 f3 Bh7 Nf2 Qb6 e3 Rfc8 Na4 Qd8 b4 Nb8 Nd3 Nbd7 Bb2 Rc7 Nc3 Nb6 Ne5 Nc4 Nxc4 Rxc4 Bf1 Rcc8 Bd3 Bxd3 Qxd3,Next knight enroute to c4! I thought this was rather better than playing any pawn moves on the a or b files. Let me know what you think,127,-100,-227.0,"c3a4, d7b6, a4b6"
Ne2,e4 c5 Nf3 Nc6 Bb5 e6 Bxc6 bxc6 d3 Ne7 h4 h5 e5 d6 exd6 Ng6 Nfd2 Bxd6 Nc4 Be7 Nc3 Ba6 Qf3 Bxc4 Qxc6+ Kf8 dxc4 Nxh4 O-O Nf5,Inaccurate.,33,57,24.0,"g7g5, c1e3"
exf6,e4 c6 d4 d5 e5 Bf5 h4 h5 c4 e6 Nc3 Nd7 Bg5 f6,"so I took, leaving his pawn on e6 backward.",14,-18,-32.0,"g7f6, g5e3, d8e7"
h3,d4 e5 dxe5 Nc6 Nc3 Nxe5,"That is unless, of course, white wastes time. Perhaps my unusual opening has left him unsure what to do? The engine doesn't mind though, curiously.",74,-4,-78.0,"g8f6, c1g5, d7d5"
Qb6,e4 c6 d4 d5 e5 Bf5 h4 h6 g4 Bh7 e6 f5 gxf5 Nf6 Bd3,"Attacking d4, this move has some merit.",-295,343,638.0,"c2c3, g7g6, f5g6"
g3,Nf3 Nc6,Archers... man the wall!,56,11,-45.0,"e7e5, e2e4, g8f6"
Qc7,d4 f5 c4 g6 Nc3 Nh6 e4 fxe4 Nxe4 Bg7 Nf3 c6 Bd3 d5 cxd5 cxd5 Bb5+ Nc6 Bxc6+ bxc6 Nc5 O-O O-O Rb8 Re1 Bg4 Ne6 Bxe6 Rxe6 Rxf3 Qxf3 Nf5 Re1 Nxd4 Qd1 e5 b3 Qd6 Be3 c5 f3 h5 Bf2 Kh7 Rc1 Rb6 Qd2 Rc6 Qa5 a6 Qd2,"Morphy makes a quite move. If rook moves - pawn falls. [%cal Gd2d3,Rd3a6,Gc1c5,Gc6c5]",-33,25,58.0,"d2d1, a6a5"
Bf7,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 c4 Bc5 Be2 Qh4 O-O Qxe4 Nc3 Qh4 g3 Qe7 Ne4 h6 Be3 Bb6 Nd6+ Kd8 c5 Bc7 Bc4 Bxd6 cxd6 Qf6 f4 e4 Qe2 Qf5 Bd4 f6 Qe3 Rb8 Bxa7 Rxb2,Verhindert dat de Koning weg kan.,585,-788,-1373.0,"f5a5, a1b1, g8e7"
Nc4,Nf3 Nf6 c4 d6 d4 Nbd7 g3 e5 Bg2 Be7 O-O O-O Nc3 c6 e4 Qc7 h3 Re8 Be3 Nf8 Rc1 h6 d5 Bd7 Nd2 g5 f4 gxf4 gxf4 Kg7 fxe5 dxe5 c5 cxd5 Nxd5 Qc6,"If 19... B x B P, White replies 20 R x Kt.",412,-418,-830.0,"c6e6, d5c7, e6c6"
Nf6,e4 c6 c4 d5 exd5 cxd5 cxd5 Qxd5 Nc3 Qd8 d4,Logical development,-41,41,82.0,"g1f3, e7e6"
Ne7,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Bc4 Bc5 Nxc6 bxc6 O-O,f6 looks like a better square for the black N but it would be too easily pinned with Bg5 and potentially attacked with e4-e5. Alternatively Black could have played e6-e5 with a view to having c6 supporting a future d7-d5.,6,12,6.0,"d1h5, d7d5"
Rxc2+,d4 g6 e4 Bg7 Nf3 b6 Nc3 Bb7 Bf4 d6 Bc4 Nd7 O-O e5 dxe5 Nxe5 Re1 Nxc4 e5 dxe5 Bxe5 Bxe5 Nxe5 Ne7 Nxc4 Qxd1 Raxd1 Rd8 Rd3 Kf8 Rde3 Nf5 Re3e2 Kg7 Ne5 Rhe8 f4 f6 Nf3 Rxe2 Rxe2 Bxf3 gxf3 Rd4 Ne4 Rd1+ Kf2 Rh1 Kg2 Rb1 b3 Ra1 a4 Rb1 Nc3 Rc1 Nb5 a6 Nxc7 Nd4 Re7+ Kh6 Nxa6,+1,50,-50,-100.0,g2h3
Bf7,f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5 g3 g4 Nh4 Ne7 d4 Ng6 Nxg6 hxg6 Qd3 Nc6 c3 Bf5 e4 Qe7 Bg2 O-O-O Nd2 Be6 Nf1 f5 Be3 Kb8 d5 Ne5 Qd4 c5 Qd2 Nc4 Bg5 Nxd2 Bxe7 Bxe7 Nxd2,"Technically a mistake, although the line is too deep to see. White is winning after 22. O-O. Black is only slightly worse after 21... Bg5 22. O-O-O Bc8.",-48,114,162.0,"e1g1, h8h7, d2c4"
e6,g3 d5 Bg2 c6 d4 h6 Bf4 Nd7 Nc3,Looking at pinning my knight i presume,14,31,17.0,"e2e4, f8b4, g1e2"
e5,d4 d5 Bf4 c5 e3 Nc6 c3 cxd4 exd4 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Nge7 O-O Ng6 Bg3 Be7 Nbd2 O-O Rfe1 Qb6 a3 Rfc8 b4 a6 a4 Qd8 Nb3 Bxb4 cxb4 Nxb4 Qd2 Nc2 Reb1 Nxa1 Rxa1 b5 a5 Rc4 Qe3 Ra4 Rb1 Qf6 Qd2 Rc8 Nc5 Rxc5 dxc5 Ra1 Rxa1 Qxa1+ Qe1 Qxe1+ Nxe1,"I wanted to keep the bishop out before moving my King to the queenside. E.g., 29...Kf8 30. Bd6 with tempo and controlling squares my knight needs.",-188,409,597.0,"e1d3, f7f6, d3b4"
c5,e4 e6 d4 d5 Nc3 Bb4 e5 Ne7 Qg4,"He plays this, what I consider to be the best move.",-10,2,12.0,"d4c5, b8c6"
Qd8,d4 d5 Bf4 c5 e3 Nc6 c3 cxd4 exd4 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Nge7 O-O Ng6 Bg3 Be7 Nbd2 O-O Rfe1 Qb6 a3 Rfc8 b4 a6 a4,40 mins. remaining.,-40,27,67.0,a4a5
Nf3,h4 d5 h5 h6 d4 Bf5 Bf4 e6 f3 Nc6 g4 Bh7 e4 dxe4 fxe4 Bxe4 Rh2 Nxd4 Rd2 Bc5,giving away a piece,-401,899,1300.0,"e4f3, f4e3, f3d1"
Bd7,e4 c6 Nf3 d5 d3 dxe4 Be3 exf3 Qxf3 Nf6 Nc3 Bg4 Qf4,This is a very weak move by black. The bishop was reasonably placed on g4. Better e6 and Bd6 attacking the queen again.,503,-423,-926.0,"d3d4, f6d5, f4f3"
Bc4,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6,"To discourage d7-d5: if Black plays it, pawns are exchanged on d5, White retreats the bishop but has an open d-file to bring pressure against the isolated black pawn.",25,2,-23.0,"g8f6, b1c3, d8c7"
Qc8,d4 d5 c4 dxc4 Nf3 h6 e3 Be6 Nc3 Nf6 e4 Nh7 d5 Bg4 Bxc4 a6 h3 Bh5 Qa4+ Qd7 Qb4,"11...b5 looks better, but White can still play 12.g4.",-277,280,557.0,"g2g4, h5g6, f3e5"
Kh2,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 b5 Bxb5 Qxd5 Bxc6+ Qxc6 Qf3 e4 Qc3 Qb6 Qe5+ Be7 Nxe4 Be6 O-O Qc6 Nbc3 Bd6 Nxf6+ gxf6 Qxf6 Rg8 f3 Kd7 Qh4 Rg6 d4 Rag8 g3 Bxg3 hxg3 Rg6xg3+,"21. ..., Rh3 wins the Queen for two bishops and a rook. And the question is can white survive.",-735,Mate,,"c6f3, h4e7, d7e7"
Nbd7,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3,"At the time I was playing this quirky variation. I usually followed it up with an attack on the e pawn with a7-a6, b7-b5-b4 to drive away his protector of e4, combined with Bc8-b7 and Nd7-c5, all attacking e4. Unfortunately one of my friends at University eventually demonstrated how a timely f2-f3 by white stops black's plan.",-23,67,90.0,g2g4
Qh5,e4 c5 Nc3 Nc6 Bb5 Nd4 Bc4 e6 Nge2 Nf6 O-O d5 exd5 exd5 Nxd4 cxd4 Re1+ Be6 Bb5+ Nd7,"It would be tempting for white to play Nxd5 here, but he found a better move. He pins the f-pawn and threatens to take the bishop with check (Rxe6+).",229,-244,-473.0,"d4c3, e1e6, f8e7"
Qb3,d4 d5 c4 c6 Nc3 Nf6 Nf3 dxc4 e4 b5 Be2 e6 e5 Nd5 O-O Be7 a4 Qb6 Nxd5 exd5 axb5 cxb5 Qc2 Nc6 Rd1 O-O h3 Bd7 b3 Rab8 Be3 Rfc8 bxc4 bxc4 Rdb1 Qd8 Rxb8 Rxb8 Qa2 Qb6 Bxc4 dxc4 d5,I believe my opponent acted real confused and played this very hastily.,178,-20,-198.0,"d5c6, b3a2, a1a2"
Nbd2,c4 e6 d4 f5 g3 Nf6 Bg2 Be7 Nf3 O-O O-O d6,"Per me è una novità, di solito si gioca 7.Cc3. Forse il Bianco che intende giocare b2-b3 e Ac1-b2 non vuole ostruire la diagonale all'Alfiere, dopotutto tiene ugualmente d'occhio e4, ma non d5 e impedisce la salita della Donna in d3. La vecchia variante 7... a5 (dopo Cc3) è stata praticamente demolita dopo 8.Te1 Ce4 9.Dd3! con controllo decisivo sulla casa e4, e ora se il Nero vuole ottenere una partita giocabile deve perdere un tempo rientrando nello stonewall con d6-d5.",54,-32,-86.0,"b8c6, b2b3, e6e5"
Bxa5,c4 e6 d4 f5 g3 Nf6 Bg2 Be7 Nf3 O-O O-O d6 Nbd2 a5 b3 Qe8 Re1 Nc6 Bb2 Qg6 Rc1 f4 gxf4 Nh5 e3 Rxf4 Kh1 Rf7 a3 Bd7 Rg1 Raf8 Bh3 Qh6 d5 Nd8 Bc3 Nf4 Bf1 Ng6,Il Bianco si avventa sul Pedone e a me sembra un prezzo accettabile pur di stabilizzare il centro.,-50,84,134.0,c7c6
f5,Nf3 d5 d4 Nc6 c4 e6 Nc3 Nf6 Bg5 h6 Bxf6 Qxf6 cxd5 exd5 Nxd5 Qd6 Nc3 Bg4 e3 O-O-O Be2 a6 O-O f6 d5 Nb4 e4 g5 a3 Nxd5 exd5 h5 Nd4 Bxe2 Qxe2 Bg7 Qe6+ Qxe6 Nxe6 Rd7 Nxg7 Rxg7 Rfe1,What is the strongest continuation for White?,-504,490,994.0,"e1e5, f5f4, a1e1"
Rxc3,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 O-O b5 Bxb5+ axb5 Ndxb5 Ba6 Bg5 Be7 Nd4 Bxf1 Kxf1 Nxe4 Bxe7 Nxc3 bxc3 Qxe7 a4 O-O a5 Rc8 Qf3 d5 Qd3 Qc5 g3 Qxc3 Qxc3,White resigned.,553,-542,-1095.0,"d4b5, c3c8, b5d6"
Be7,d4 f5 h3 d6 g4 fxg4 Qd3 g3 fxg3 Nf6 Bg5 c6 Nc3 Qa5 Bxf6 exf6 Qe3+,"[%cal Ge1c1,Rd1d4,Gd4d5]",65,-60,-125.0,"g1f3, b8d7"
b3,e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Nf3 c6 Ne5 Nbd7 f4 Qc7 Bc4 Nxe5 fxe5 Bg4 Qd2 Nd5 Nxd5 cxd5 Bxd5 e6 Be4 O-O-O O-O Rd7,And black suddenly realizes it.,265,62,-203.0,d7d4
Nxc6,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 Bc5 Be3 d5,This attacks the black queen and creates a Discovered Attack on the c5 bishop by the e3 bishop. (Chess tactics often win material by attacking two things simultaneously.) Now 7... bxc6 8. Bxc5 prevents Black from casting kingside.,569,-608,-1177.0,"d8d6, e4e5, d6e6"
Nf6,e4 c5 Bc4 e6 Nf3,adding to that control of d5.,4,8,4.0,"d1e2, b8c6"
e3,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nc6 Nf3 Nf6,"I know, this move prevents my Bishop to be developped away from c1, but I am always in a hurry to castle.",36,-16,-52.0,"e7e6, f1d3, f8e7"
Qf5,d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+ Bd2 Bxd2+ Qxd2 O-O Nc3 d5 cxd5 exd5 O-O Nbd7 Qc2 Rc8,"Well, case f5 is not controlled by Black, then why not? As a general principle, I try to occupy undefended cases, because tactically, these are ""holes"" in the enemy structure. The deeper they are, the better. Of course, by using the Queen one must be careful to Queen checkmates, that are not so rare as one might think.",54,4,-50.0,"f8e8, a1c1, g7g6"
Ba4,e4 g5 Nf3 a5 Nc3 d6 Bb5+ Qd7 Bxd7+ Bxd7 O-O,Bishop,-605,777,1382.0,"c3a4, g5g4, f3d4"
Qxc4,e4 e5 c3 Nf6 f3 Bc5 d4 exd4 cxd4 Bb4+ Nc3 O-O a3 Ba5 Bd2 c6 Bd3 Re8 Nge2 d5 e5 Nfd7 O-O Na6 Qc2 g6 b4 Bc7 Bh6 Qh4 Bf4 f6 Bg3 Qh5 Nf4 Qg5 Nh3 Qh6 Bf4 Qh5 Ne2 fxe5 Ng3 Qh4 Bg5 Qxd4+ Kh1 e4 fxe4 Bxg3 hxg3 dxe4 Bc4+ Kg7 Rf7+ Kh8 Raf1 Ne5 Bf6+ Kg8 Re7+ Qxc4 Rxe8+ Kf7 Bxe5+ Kxe8,Player resigned !!!,Mate,Mate,,"c8f5, c4g8, e8e7"
Bd7,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5,"Bishop d7 is a waste of one tempo, but, in view of winning the White Bishop, I thought maybe it is worth it.",-10,17,27.0,"b5c6, d7c6"
c6,c4 e5 a3 Nf6 e3,"! ha senso giocare una Variante Alapin (1.e4 c5 2.c3) in contromossa, dove 2.a3 è abbastanza inutile.",6,2,-4.0,"d2d4, e5d4"
Qb6,d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d5 cxd5 Nxd5 O-O c5 e4 Nb6 d5 e6 Bg5 f6 Be3 Na6 Nc3 Nc4 Bc1 e5 Nb5 Bd7 a4 Qb6 b3 Na5 Re1 Nb4 Na3 a6 Be3 Qd6 Nd2 b5 Bf1 f5 f3 f4 Bf2 fxg3 hxg3 Bh6 Be3 Bxe3+ Rxe3 Qb6 Kf2 Nb7 Nc2 Nxc2 Qxc2 g5 Qc3 Qf6 axb5 axb5 Rxa8 Rxa8 Re1 h5 Ra1 Re8 Ra7,Black has been able to race around and defend everything so far. But White's forthcoming sacrifice enables him to enter on the K side.,-5,0,5.0,"a7b7, b6b7, c3e3"
cxd4,b3 Nf6 Bb2 e6 e3 d5 Nf3 Bd6 Be2 c5 O-O Nc6 a3 Bd7 d3 Qc7 g3 h5 Re1 h4 Nxh4 g5 Bxf6 gxh4 Bxh8 hxg3 fxg3 Bxg3 Rf1 Bxh2+ Kh1 O-O-O Bf6 Rg8 Bg4 Qg3 Rf4 Qxe3 Rf3 Qh6 Rh3 Qxf6 c3 Bb8 Ra2 Ne5 Rg2 Nxg4 Qe2 e5 Rhg3 Qh4+ Kg1 e4 d4 Bxg3 Nd2 Bf2+ Rxf2 Nh2+ Rg2 Rxg2+ Qxg2 Nf3+ Nxf3 exf3 Qxf3 Qg4+ Qxg4 Bxg4 Kf2,,691,-721,-1412.0,"c3d4, g4d1, f2e3"
Ng6,f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5 g3 Nc6 Bg2 g4 Nh4 Nge7 b3,{hoping for Nxg6 hxg6 opening the h file . . .},31,97,66.0,"c1b2, g6h4"
b4,e4 e5 Nf3 Nf6 Nxe5 Nc6 Nxc6 dxc6 d3 Bc5 Be3 Bxe3 fxe3 Bg4 Be2 Be6 Nc3 O-O Qd2 h6 O-O-O Nh7 h4 Qf6 Rdf1 Qe5 g4 b5 d4 Qg3 Rfg1 Qf2 Nd1 Qf6 d5 Rad8 Nc3,"This part of the game involves a lot of sharp tactics. However, I think Ben should have placed 19 ... cxd5. I'll have to check the analysis again.",-133,160,293.0,"g4g5, f6e5"
h4,Nf3 Nc6 g3 d5 Bg2 e5 d3 h6 Nbd2 Bc5 h3 Bd7 O-O Qc8 Kh2 Nf6 Nb3 Bb6 a4 a5 c4 d4 c5 Ba7 Qc2 Be6 Bd2 Nh7 Nxa5 Nxa5 Bxa5 Ng5 Ng1 h5,Relieving the pressure.,344,-226,-570.0,"c7c6, h4g5, a7b8"
exd5,e4 e6 d4 d5,"The French Exchange! But being played for a win by punishing Black if he plays over-ambitiously & trying to pose problems not necessarily seen in other lines. (Postscript: my opponent admits he dislikes playing against the Exchange variation, as do a lot of French players!)",36,-19,-55.0,"e6d5, g1f3, g8f6"
Rb1,e4 c6 Nf3 d5 e5 Bg4 Be2 e6 Nc3 Nd7 O-O Bxf3 Bxf3 Nxe5 d4 Nxf3+ Qxf3 Bd6 Re1 Qh4 g3 Qxd4 Be3 Qf6 Qxf6 Nxf6 Bg5 Be7 a3 h6 Bd2 O-O b4 b5 f3 a5 bxa5 Rxa5 Nxd5 cxd5 Bxa5 Rc8 c3 Bc5+ Kg2 d4 cxd4 Bxd4 Rab1 Rc2+ Kh1 Ra2 Bb4 e5 Rbc1 e4 fxe4 Ng4 Rc8+ Kh7,"I cannot see the point of it exactly, but even if my move was not missed, I don't see a good defense either.",Mate,Mate,,a2h2
Bd7,e4 e5 Nf3 d6 d4 f5 dxe5 fxe4 Ng5 d5 e6 Nh6 Nc3 c6 Ngxe4 dxe4 Qh5+ g6 Qe5 Rg8 Bxh6 Bxh6 Rd1 Qe7 Bc4 Bg7 Qxe4 Rf8 Nb5 cxb5 Bxb5+ Nc6 Bxc6+ bxc6 Qxc6+,Rxd7 will also win ( and quicker ).,-954,961,1915.0,"c6a8, e7d8, a8d8"
Qe5,e4 e6 d4 d5 exd5 exd5 c4 Nf6 Bg5 h6 Bxf6 Qxf6 cxd5 c5 dxc6,??? Caught in the centre. Now he is doomed!,48,757,709.0,"d4e5, f8b4, b1c3"
Qa4+,d4 d5 c4 Bd7 cxd5 Nf6 Nc3 e6 dxe6 Bxe6 e4 Bb4,"Poor, black’s knight will come to c6 solving blacks problems and creating quite a few for white.",213,-122,-335.0,"b8c6, f1b5, e6d7"
d4,e4 d5 Bb5+ Nd7 Qf3,Pawn up,89,15,-74.0,"f3g3, c7c6, b5e2"
Nb6+,e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3 Nc6 Bc4 a6 O-O Nge7 Qe2 Ng6 Be3 b5 Bd3 Be7 Rfd1 O-O Rac1 Nce5 Nxe5 Nxe5 Bb1 Bb7 Qd2 d6 Qe2 Qd7 b3 Rac8 f4 Ng6 Rc2 Rc6 Rdc1 Rfc8 Nd1 d5 Rc2xc6 Rxc6 Rxc6 Qxc6 exd5 Qxd5 Nc3 Qd8 Be4 Bxe4 Nxe4 Qc7 g3 h6 Qd2 Bf8 b4 Qc4 Nc5 a5 a3 axb4 Qxb4 Bxc5 Qxc5 Qxc5 Bxc5 Nf8 Kf2 Nd7 Bb4 f6 Ke3 Kf7 g4 g5 f5 exf5 gxf5 h5 Kd4 g4 Kd5 h4 Be1 h3 Bg3,Ai! Zwakke zet. Met pe5 had zwart het voordeel vast gehouden. Nu staat het weer gelijk.,193,-52,-245.0,"d5c5, b6a4, c5b4"
Ndb5,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 Bd3 Qc7,Which I do.,209,-213,-422.0,"c7a5, c1d2, a7a6"
Qc2,c4 e5 Nc3 Nf6 g3 Nc6 Bg2 Be7 d3 O-O Nf3 h6 O-O d6 Rb1 a5 a3 d5 cxd5 Nxd5 Nxd5 Qxd5 Bd2 Qe6 Be3 Rd8,White gets his Q out of the R's sights.,8,-7,-15.0,"e7d6, b1d1"
Rae1,d4 g6 c4 Bg7 e4 d6 Nc3 Nf6 Be2 c5 d5 Nbd7 Nf3 O-O O-O a6 a4 Rb8 Qc2 h6 Re1 Ne8 Bf1 Nc7 a5 Kh7 Bf4 b5 axb6 Rxb6 e5 dxe5 Nxe5 Nxe5 Bxe5 Bxe5 Rxe5 Qd6,! Rooks remain connected! White's time remaining: 1hr 32min,146,-173,-319.0,"e7e6, h2h4, e6d5"
O-O,d4 Nf6 Bf4 e6 Nd2 c5 e3 Qb6 c3 Qxb2 Ne2 d5 Bxb8 Rxb8 Nb3 c4 Nd2 Bd7 a4 Qb6 g3 Bd6 Bh3 g5 f3 h5 Bg2 e5,Even better! Castling under he fire!,-189,205,394.0,h5h4
Rxf3,d4 f5 c4 g6 Nc3 Nh6 e4 fxe4 Nxe4 Bg7 Nf3 c6 Bd3 d5 cxd5 cxd5 Bb5+ Nc6 Bxc6+ bxc6 Nc5 O-O Bxh6 Bxh6 Qd3 Qa5+ Qc3 Qxc3+ bxc3 Bh3 Nh4 Bc8 O-O Bd2 Nf3,"Yes, the dutch is a very aggressive defense. Black's idea is to blast the king open to maximize the advantage of the bishop pair! [%csl Rc8,Rd2,Rg1][%cal Rg2f3]",32,-7,-39.0,g2f3
h6,d4 d5 c4 dxc4 e3 e5 Bxc4 exd4 exd4 Bd6 Nc3 Nf6 Nf3 O-O O-O,He stops my bishop developing to g5,-15,25,40.0,"f3e5, b8c6"
